time_stamp,program_name,J 1,J 2,J 3,J 4,J 5,J 6,Reg [   4],Reg [   8],Reg [  14],Reg [ 107],Reg [  61],Reg [  62],DO [1]
      3464,HOME_CZ_DIRTY_HOME_COOK, 127.678,  19.908, -54.744, -45.733,  58.245, 201.139,  25,  25,  11, 100,   1,   0,OFF
      3472,HOME_CZ_DIRTY_HOME_COOK, 127.633,  19.942, -54.707, -45.701,  58.201, 202.133,  25,  25,  11, 100,   1,   0,OFF
      3480,HOME_CZ_DIRTY_HOME_COOK, 127.586,  19.981, -54.672, -45.667,  58.157, 202.913,  25,  25,  11, 100,   1,   0,OFF
      3488,HOME_CZ_DIRTY_HOME_COOK, 127.534,  20.027, -54.635, -45.627,  58.110, 203.503,  25,  25,  11, 100,   1,   0,OFF
      3496,HOME_CZ_DIRTY_HOME_COOK, 127.473,  20.084, -54.596, -45.579,  58.057, 203.932,  25,  25,  11, 100,   1,   0,OFF
      3504,HOME_CZ_DIRTY_HOME_COOK, 127.400,  20.154, -54.551, -45.522,  57.996, 204.224,  25,  25,  11, 100,   1,   0,OFF
      3520,HOME_CZ_DIRTY_HOME_COOK, 127.210,  20.347, -54.437, -45.369,  57.837, 204.503,  25,  25,  11, 100,   1,   0,OFF
      3528,HOME_CZ_DIRTY_HOME_COOK, 127.086,  20.474, -54.364, -45.270,  57.734, 204.544,  25,  25,  11, 100,   1,   0,OFF
      3536,HOME_CZ_DIRTY_HOME_COOK, 126.940,  20.627, -54.276, -45.153,  57.612, 204.554,  25,  25,  11, 100,   1,   0,OFF
      3544,HOME_CZ_DIRTY_HOME_COOK, 126.769,  20.808, -54.172, -45.016,  57.467, 204.557,  25,  25,  11, 100,   1,   0,OFF
      3552,HOME_CZ_DIRTY_HOME_COOK, 126.571,  21.019, -54.049, -44.858,  57.299, 204.563,  25,  25,  11, 100,   1,   0,OFF
      3560,HOME_CZ_DIRTY_HOME_COOK, 126.345,  21.263, -53.906, -44.680,  57.104, 204.570,  25,  25,  11, 100,   1,   0,OFF
      3568,HOME_CZ_DIRTY_HOME_COOK, 126.091,  21.542, -53.742, -44.480,  56.881, 204.580,  25,  25,  11, 100,   1,   0,OFF
      3576,HOME_CZ_DIRTY_HOME_COOK, 125.810,  21.854, -53.555, -44.261,  56.631, 204.594,  25,  25,  11, 100,   1,   0,OFF
      3584,HOME_CZ_DIRTY_HOME_COOK, 125.507,  22.198, -53.348, -44.028,  56.357, 204.612,  25,  25,  11, 100,   1,   0,OFF
      3592,HOME_CZ_DIRTY_HOME_COOK, 125.184,  22.571, -53.120, -43.782,  56.059, 204.634,  25,  25,  11, 100,   1,   0,OFF
      3600,HOME_CZ_DIRTY_HOME_COOK, 124.845,  22.971, -52.873, -43.526,  55.739, 204.662,  25,  25,  11, 100,   1,   0,OFF
      3608,HOME_CZ_DIRTY_HOME_COOK, 124.493,  23.396, -52.607, -43.265,  55.399, 204.696,  25,  25,  11, 100,   1,   0,OFF
      3616,HOME_CZ_DIRTY_HOME_COOK, 124.130,  23.844, -52.323, -42.999,  55.041, 204.735,  25,  25,  11, 100,   1,   0,OFF
      3624,HOME_CZ_DIRTY_HOME_COOK, 123.759,  24.313, -52.022, -42.733,  54.665, 204.782,  25,  25,  11, 100,   1,   0,OFF
      3632,HOME_CZ_DIRTY_HOME_COOK, 123.382,  24.800, -51.705, -42.468,  54.275, 204.836,  25,  25,  11, 100,   1,   0,OFF
      3648,HOME_CZ_DIRTY_HOME_COOK, 122.624,  25.823, -51.027, -41.952,  53.454, 204.966,  25,  25,  11, 100,   1,   0,OFF
      3656,HOME_CZ_DIRTY_HOME_COOK, 122.245,  26.353, -50.668, -41.705,  53.027, 205.042,  25,  25,  11, 100,   1,   0,OFF
      3664,HOME_CZ_DIRTY_HOME_COOK, 121.870,  26.893, -50.297, -41.467,  52.592, 205.127,  25,  25,  11, 100,   1,   0,OFF
      3672,HOME_CZ_DIRTY_HOME_COOK, 121.500,  27.441, -49.917, -41.239,  52.149, 205.219,  25,  25,  11, 100,   1,   0,OFF
      3680,HOME_CZ_DIRTY_HOME_COOK, 121.137,  27.994, -49.528, -41.024,  51.702, 205.319,  25,  25,  11, 100,   1,   0,OFF
      3688,HOME_CZ_DIRTY_HOME_COOK, 120.781,  28.550, -49.133, -40.821,  51.251, 205.427,  25,  25,  11, 100,   1,   0,OFF
      3696,HOME_CZ_DIRTY_HOME_COOK, 120.434,  29.109, -48.730, -40.631,  50.798, 205.542,  25,  25,  11, 100,   1,   0,OFF
      3704,HOME_CZ_DIRTY_HOME_COOK, 120.094,  29.671, -48.321, -40.454,  50.340, 205.664,  25,  25,  11, 100,   1,   0,OFF
      3712,HOME_CZ_DIRTY_HOME_COOK, 119.761,  30.236, -47.906, -40.290,  49.880, 205.795,  25,  25,  11, 100,   1,   0,OFF
      3720,HOME_CZ_DIRTY_HOME_COOK, 119.436,  30.803, -47.484, -40.140,  49.417, 205.933,  25,  25,  11, 100,   1,   0,OFF
      3728,HOME_CZ_DIRTY_HOME_COOK, 119.121,  31.371, -47.058, -40.003,  48.953, 206.078,  25,  25,  11, 100,   1,   0,OFF
      3736,HOME_CZ_DIRTY_HOME_COOK, 118.815,  31.935, -46.630, -39.880,  48.490, 206.231,  25,  25,  11, 100,   1,   0,OFF
      3744,HOME_CZ_DIRTY_HOME_COOK, 118.520,  32.494, -46.202, -39.771,  48.031, 206.389,  25,  25,  11, 100,   1,   0,OFF
      3752,HOME_CZ_DIRTY_HOME_COOK, 118.236,  33.045, -45.776, -39.677,  47.578, 206.551,  25,  25,  11, 100,   1,   0,OFF
      3760,HOME_CZ_DIRTY_HOME_COOK, 117.966,  33.586, -45.355, -39.597,  47.133, 206.718,  25,  25,  11, 100,   1,   0,OFF
      3776,HOME_CZ_DIRTY_HOME_COOK, 117.465,  34.624, -44.537, -39.476,  46.276, 207.058,  25,  25,  11, 100,   1,   0,OFF
      3784,HOME_CZ_DIRTY_HOME_COOK, 117.236,  35.116, -44.145, -39.434,  45.869, 207.229,  25,  25,  11, 100,   1,   0,OFF
      3792,HOME_CZ_DIRTY_HOME_COOK, 117.022,  35.586, -43.768, -39.403,  45.480, 207.397,  25,  25,  11, 100,   1,   0,OFF
      3800,HOME_CZ_DIRTY_HOME_COOK, 116.824,  36.031, -43.409, -39.382,  45.112, 207.561,  25,  25,  11, 100,   1,   0,OFF
      3808,HOME_CZ_DIRTY_HOME_COOK, 116.642,  36.447, -43.071, -39.370,  44.766, 207.720,  25,  25,  11, 100,   1,   0,OFF
      3816,HOME_CZ_DIRTY_HOME_COOK, 116.477,  36.832, -42.757, -39.365,  44.447, 207.871,  25,  25,  11, 100,   1,   0,OFF
      3824,HOME_CZ_DIRTY_HOME_COOK, 116.329,  37.182, -42.469, -39.365,  44.156, 208.011,  25,  25,  11, 100,   1,   0,OFF
      3832,HOME_CZ_DIRTY_HOME_COOK, 116.199,  37.495, -42.212, -39.370,  43.896, 208.139,  25,  25,  11, 100,   1,   0,OFF
      3840,HOME_CZ_DIRTY_HOME_COOK, 116.087,  37.770, -41.986, -39.377,  43.669, 208.253,  25,  25,  11, 100,   1,   0,OFF
      3848,HOME_CZ_DIRTY_HOME_COOK, 115.990,  38.013, -41.793, -39.382,  43.473, 208.350,  25,  25,  11, 100,   1,   0,OFF
      3856,HOME_CZ_DIRTY_HOME_COOK, 115.906,  38.230, -41.630, -39.385,  43.308, 208.430,  25,  25,  11, 100,   1,   0,OFF
      3864,HOME_CZ_DIRTY_HOME_COOK, 115.833,  38.425, -41.499, -39.381,  43.172, 208.490,  25,  25,  11, 100,   1,   0,OFF
      3872,HOME_CZ_DIRTY_HOME_COOK, 115.771,  38.605, -41.398, -39.369,  43.064, 208.531,  25,  25,  11, 100,   1,   0,OFF
      3880,HOME_CZ_DIRTY_HOME_COOK, 115.716,  38.771, -41.325, -39.349,  42.982, 208.553,  25,  25,  11, 100,   1,   0,OFF
      3888,HOME_CZ_DIRTY_HOME_COOK, 115.669,  38.928, -41.278, -39.320,  42.923, 208.556,  25,  25,  11, 100,   1,   0,OFF
      3904,HOME_CZ_DIRTY_HOME_COOK, 115.592,  39.220, -41.253, -39.237,  42.867, 208.513,  25,  25,  11, 100,   1,   0,OFF
      3912,HOME_CZ_DIRTY_HOME_COOK, 115.559,  39.362, -41.270, -39.184,  42.865, 208.469,  25,  25,  11, 100,   1,   0,OFF
      3920,HOME_CZ_DIRTY_HOME_COOK, 115.529,  39.504, -41.305, -39.122,  42.877, 208.412,  25,  25,  11, 100,   1,   0,OFF
      3928,HOME_CZ_DIRTY_HOME_COOK, 115.501,  39.650, -41.353, -39.053,  42.901, 208.343,  25,  25,  11, 100,   1,   0,OFF
      3936,HOME_CZ_DIRTY_HOME_COOK, 115.473,  39.802, -41.414, -38.976,  42.935, 208.263,  25,  25,  11, 100,   1,   0,OFF
      3944,HOME_CZ_DIRTY_HOME_COOK, 115.445,  39.964, -41.483, -38.892,  42.976, 208.174,  25,  25,  11, 100,   1,   0,OFF
      3952,HOME_CZ_DIRTY_HOME_COOK, 115.415,  40.138, -41.560, -38.802,  43.022, 208.078,  25,  25,  11, 100,   1,   0,OFF
      3960,HOME_CZ_DIRTY_HOME_COOK, 115.383,  40.323, -41.642, -38.706,  43.071, 207.976,  25,  25,  11, 100,   1,   0,OFF
      3968,HOME_CZ_DIRTY_HOME_COOK, 115.350,  40.514, -41.725, -38.608,  43.120, 207.871,  25,  25,  11, 100,   1,   0,OFF
      3976,HOME_CZ_DIRTY_HOME_COOK, 115.317,  40.705, -41.808, -38.511,  43.170, 207.768,  25,  25,  11, 100,   1,   0,OFF
      3984,HOME_CZ_DIRTY_HOME_COOK, 115.286,  40.889, -41.887, -38.418,  43.217, 207.670,  25,  25,  11, 100,   1,   0,OFF
      3992,HOME_CZ_DIRTY_HOME_COOK, 115.257,  41.062, -41.960, -38.332,  43.261, 207.579,  25,  25,  11, 100,   1,   0,OFF
      4000,HOME_CZ_DIRTY_HOME_COOK, 115.230,  41.221, -42.027, -38.253,  43.301, 207.495,  25,  25,  11, 100,   1,   0,OFF
      4008,HOME_CZ_DIRTY_HOME_COOK, 115.205,  41.368, -42.091, -38.180,  43.340, 207.417,  25,  25,  11, 100,   1,   0,OFF
      4016,HOME_CZ_DIRTY_HOME_COOK, 115.183,  41.503, -42.151, -38.112,  43.377, 207.344,  25,  25,  11, 100,   1,   0,OFF
      4032,HOME_CZ_DIRTY_HOME_COOK, 115.146,  41.738, -42.262, -37.992,  43.448, 207.213,  25,  25,  11, 100,   1,   0,OFF
      4040,HOME_CZ_DIRTY_HOME_COOK, 115.132,  41.838, -42.314, -37.940,  43.482, 207.154,  25,  25,  11, 100,   1,   0,OFF
      4048,HOME_CZ_DIRTY_HOME_COOK, 115.119,  41.927, -42.363, -37.892,  43.515, 207.100,  25,  25,  11, 100,   1,   0,OFF
      4056,HOME_CZ_DIRTY_HOME_COOK, 115.109,  42.003, -42.409, -37.849,  43.547, 207.050,  25,  25,  11, 100,   1,   0,OFF
      4064,HOME_CZ_DIRTY_HOME_COOK, 115.102,  42.068, -42.453, -37.811,  43.578, 207.005,  25,  25,  11, 100,   1,   0,OFF
      4072,HOME_CZ_DIRTY_HOME_COOK, 115.097,  42.122, -42.495, -37.778,  43.609, 206.964,  25,  25,  11, 100,   1,   0,OFF
      4080,HOME_CZ_DIRTY_HOME_COOK, 115.094,  42.164, -42.534, -37.749,  43.638, 206.926,  25,  25,  11, 100,   1,   0,OFF
      4088,HOME_CZ_DIRTY_HOME_COOK, 115.093,  42.198, -42.572, -37.723,  43.668, 206.892,  25,  25,  11, 100,   1,   0,OFF
      4096,HOME_CZ_DIRTY_HOME_COOK, 115.093,  42.227, -42.610, -37.699,  43.698, 206.858,  25,  25,  11, 100,   1,   0,OFF
      4104,HOME_CZ_DIRTY_HOME_COOK, 115.094,  42.253, -42.649, -37.675,  43.730, 206.824,  25,  25,  11, 100,   1,   0,OFF
      4112,HOME_CZ_DIRTY_HOME_COOK, 115.095,  42.281, -42.691, -37.650,  43.764, 206.788,  25,  25,  11, 100,   1,   0,OFF
      4120,HOME_CZ_DIRTY_HOME_COOK, 115.096,  42.310, -42.735, -37.624,  43.799, 206.750,  25,  25,  11, 100,   1,   0,OFF
      4128,HOME_CZ_DIRTY_HOME_COOK, 115.098,  42.338, -42.779, -37.598,  43.834, 206.713,  25,  25,  11, 100,   1,   0,OFF
      4136,HOME_CZ_DIRTY_HOME_COOK, 115.099,  42.366, -42.820, -37.573,  43.867, 206.678,  25,  25,  11, 100,   1,   0,OFF
      4144,HOME_CZ_DIRTY_HOME_COOK, 115.100,  42.391, -42.858, -37.550,  43.898, 206.645,  25,  25,  11, 100,   1,   0,OFF
      4160,HOME_CZ_DIRTY_HOME_COOK, 115.102,  42.435, -42.925, -37.511,  43.952, 206.588,  25,  25,  11, 100,   1,   0,OFF
      4168,HOME_CZ_DIRTY_HOME_COOK, 115.103,  42.454, -42.954, -37.493,  43.976, 206.563,  25,  25,  11, 100,   1,   0,OFF
      4176,HOME_CZ_DIRTY_HOME_COOK, 115.104,  42.472, -42.980, -37.478,  43.997, 206.541,  25,  25,  11, 100,   1,   0,OFF
      4184,HOME_CZ_DIRTY_HOME_COOK, 115.104,  42.487, -43.003, -37.464,  44.015, 206.522,  25,  25,  11, 100,   1,   0,OFF
      4192,HOME_CZ_DIRTY_HOME_COOK, 115.105,  42.500, -43.023, -37.453,  44.031, 206.505,  25,  25,  11, 100,   1,   0,OFF
      4200,HOME_CZ_DIRTY_HOME_COOK, 115.106,  42.511, -43.040, -37.443,  44.045, 206.490,  25,  25,  11, 100,   1,   0,OFF
      4208,HOME_CZ_DIRTY_HOME_COOK, 115.106,  42.520, -43.054, -37.435,  44.056, 206.479,  25,  25,  11, 100,   1,   0,OFF
      4216,HOME_CZ_DIRTY_HOME_COOK, 115.106,  42.528, -43.065, -37.428,  44.065, 206.469,  25,  25,  11, 100,   1,   0,OFF
      4224,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.533, -43.072, -37.424,  44.071, 206.463,  25,  25,  11, 100,   1,   0,OFF
      4232,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.536, -43.077, -37.421,  44.075, 206.459,  25,  25,  11, 100,   1,   0,OFF
      4240,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.537, -43.079, -37.420,  44.076, 206.457,  25,  25,  11, 100,   1,   0,OFF
      4248,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   1,   0,OFF
      4256,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4264,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4272,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4288,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4296,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4304,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4312,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4320,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4328,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4336,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4344,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4352,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4360,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4368,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4376,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4384,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4392,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4400,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4416,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4424,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4432,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4440,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4448,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  11, 100,   0,   0,ON
      4456,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  25, 100,   0,   0,ON
      4464,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.538, -43.080, -37.419,  44.077, 206.457,  25,  25,  25, 100,   0,   0,ON
      4472,HOME_CZ_DIRTY_HOME_COOK, 115.107,  42.536, -43.079, -37.420,  44.077, 206.457,  25,  25,  25, 100,   0,   0,ON
      4480,HOME_CZ_DIRTY_HOME_COOK, 115.108,  42.530, -43.078, -37.422,  44.076, 206.459,  25,  25,  25, 100,   0,   0,ON
      4488,HOME_CZ_DIRTY_HOME_COOK, 115.111,  42.516, -43.075, -37.428,  44.075, 206.464,  25,  25,  25, 100,   0,   0,ON
      4496,HOME_CZ_DIRTY_HOME_COOK, 115.117,  42.489, -43.070, -37.438,  44.074, 206.473,  25,  25,  25, 100,   0,   0,ON
      4504,HOME_CZ_DIRTY_HOME_COOK, 115.125,  42.447, -43.062, -37.454,  44.071, 206.488,  25,  25,  25, 100,   0,   0,ON
      4512,HOME_CZ_DIRTY_HOME_COOK, 115.138,  42.385, -43.049, -37.478,  44.066, 206.509,  25,  25,  25, 100,   0,   0,ON
      4520,HOME_CZ_DIRTY_HOME_COOK, 115.155,  42.301, -43.032, -37.511,  44.061, 206.538,  25,  25,  25, 100,   0,   0,ON
      4528,HOME_CZ_DIRTY_HOME_COOK, 115.176,  42.196, -43.011, -37.552,  44.053, 206.575,  25,  25,  25, 100,   0,   0,ON
      4544,HOME_CZ_DIRTY_HOME_COOK, 115.232,  41.924, -42.954, -37.659,  44.033, 206.671,  25,  25,  25, 100,   0,   0,ON
      4552,HOME_CZ_DIRTY_HOME_COOK, 115.267,  41.755, -42.918, -37.726,  44.020, 206.731,  25,  25,  25, 100,   0,   0,ON
      4560,HOME_CZ_DIRTY_HOME_COOK, 115.305,  41.566, -42.878, -37.802,  44.006, 206.800,  25,  25,  25, 100,   0,   0,ON
      4568,HOME_CZ_DIRTY_HOME_COOK, 115.349,  41.357, -42.831, -37.886,  43.989, 206.877,  25,  25,  25, 100,   0,   0,ON
      4576,HOME_CZ_DIRTY_HOME_COOK, 115.396,  41.130, -42.782, -37.978,  43.971, 206.960,  25,  25,  25, 100,   0,   0,ON
      4584,HOME_CZ_DIRTY_HOME_COOK, 115.448,  40.889, -42.735, -38.075,  43.957, 207.045,  25,  25,  25, 100,   0,   0,ON
      4592,HOME_CZ_DIRTY_HOME_COOK, 115.505,  40.635, -42.697, -38.172,  43.954, 207.126,  25,  25,  25, 100,   0,   0,ON
      4600,HOME_CZ_DIRTY_HOME_COOK, 115.570,  40.370, -42.677, -38.267,  43.967, 207.198,  25,  25,  25, 100,   0,   0,ON
      4608,HOME_CZ_DIRTY_HOME_COOK, 115.641,  40.096, -42.680, -38.357,  44.002, 207.255,  25,  25,  25, 100,   0,   0,ON
      4616,HOME_CZ_DIRTY_HOME_COOK, 115.722,  39.813, -42.714, -38.438,  44.066, 207.291,  25,  25,  25, 100,   0,   0,ON
      4624,HOME_CZ_DIRTY_HOME_COOK, 115.815,  39.517, -42.784, -38.510,  44.163, 207.305,  25,  25,  25, 100,   0,   0,ON
      4632,HOME_CZ_DIRTY_HOME_COOK, 115.922,  39.204, -42.896, -38.574,  44.299, 207.293,  25,  25,  25, 100,   0,   0,OFF
      4640,HOME_CZ_DIRTY_HOME_COOK, 116.045,  38.867, -43.054, -38.631,  44.479, 207.253,  25,  25,  25, 100,   0,   0,OFF
      4648,HOME_CZ_DIRTY_HOME_COOK, 116.189,  38.502, -43.262, -38.681,  44.707, 207.185,  25,  25,  25, 100,   0,   0,OFF
      4656,HOME_CZ_DIRTY_HOME_COOK, 116.357,  38.104, -43.524, -38.726,  44.988, 207.087,  25,  25,  25, 100,   0,   0,OFF
      4672,HOME_CZ_DIRTY_HOME_COOK, 116.775,  37.192, -44.230, -38.812,  45.727, 206.797,  25,  25,  25, 100,   0,   0,OFF
      4680,HOME_CZ_DIRTY_HOME_COOK, 117.032,  36.673, -44.672, -38.861,  46.186, 206.609,  25,  25,  25, 100,   0,   0,OFF
      4688,HOME_CZ_DIRTY_HOME_COOK, 117.319,  36.116, -45.165, -38.921,  46.697, 206.401,  25,  25,  25, 100,   0,   0,OFF
      4696,HOME_CZ_DIRTY_HOME_COOK, 117.638,  35.523, -45.701, -38.995,  47.255, 206.177,  25,  25,  25, 100,   0,   0,OFF
      4704,HOME_CZ_DIRTY_HOME_COOK, 117.987,  34.898, -46.273, -39.089,  47.852, 205.945,  25,  25,  25, 100,   0,   0,OFF
      4712,HOME_CZ_DIRTY_HOME_COOK, 118.366,  34.244, -46.873, -39.207,  48.482, 205.707,  25,  25,  25, 100,   0,   0,OFF
      4720,HOME_CZ_DIRTY_HOME_COOK, 118.776,  33.564, -47.495, -39.351,  49.140, 205.471,  25,  25,  25, 100,   0,   0,OFF
      4728,HOME_CZ_DIRTY_HOME_COOK, 119.214,  32.864, -48.132, -39.524,  49.818, 205.237,  25,  25,  25, 100,   0,   0,OFF
      4736,HOME_CZ_DIRTY_HOME_COOK, 119.679,  32.150, -48.779, -39.727,  50.513, 205.010,  25,  25,  25, 100,   0,   0,OFF
      4744,HOME_CZ_DIRTY_HOME_COOK, 120.170,  31.426, -49.430, -39.959,  51.219, 204.790,  25,  25,  25, 100,   0,   0,OFF
      4752,HOME_CZ_DIRTY_HOME_COOK, 120.685,  30.698, -50.081, -40.221,  51.932, 204.580,  25,  25,  25, 100,   0,   0,OFF
      4760,HOME_CZ_DIRTY_HOME_COOK, 121.222,  29.971, -50.727, -40.513,  52.646, 204.380,  25,  25,  25, 100,   0,   0,OFF
      4768,HOME_CZ_DIRTY_HOME_COOK, 121.779,  29.249, -51.365, -40.833,  53.357, 204.192,  25,  25,  25, 100,   0,   0,OFF
      4776,HOME_CZ_DIRTY_HOME_COOK, 122.353,  28.536, -51.990, -41.179,  54.063, 204.016,  25,  25,  25, 100,   0,   0,OFF
      4784,HOME_CZ_DIRTY_HOME_COOK, 122.944,  27.833, -52.603, -41.551,  54.762, 203.852,  25,  25,  25, 100,   0,   0,OFF
      4800,HOME_CZ_DIRTY_HOME_COOK, 124.166,  26.473, -53.776, -42.364,  56.124, 203.561,  25,  25,  25, 100,   0,   0,OFF
      4808,HOME_CZ_DIRTY_HOME_COOK, 124.789,  25.823, -54.331, -42.799,  56.780, 203.434,  25,  25,  25, 100,   0,   0,OFF
      4816,HOME_CZ_DIRTY_HOME_COOK, 125.415,  25.197, -54.861, -43.246,  57.415, 203.319,  25,  25,  25, 100,   0,   0,OFF
      4824,HOME_CZ_DIRTY_HOME_COOK, 126.038,  24.599, -55.364, -43.703,  58.025, 203.215,  25,  25,  25, 100,   0,   0,OFF
      4832,HOME_CZ_DIRTY_HOME_COOK, 126.653,  24.032, -55.837, -44.162,  58.607, 203.124,  25,  25,  25, 100,   0,   0,OFF
      4840,HOME_CZ_DIRTY_HOME_COOK, 127.254,  23.499, -56.279, -44.619,  59.157, 203.042,  25,  25,  25, 100,   0,   0,OFF
      4848,HOME_CZ_DIRTY_HOME_COOK, 127.831,  23.000, -56.686, -45.065,  59.671, 202.963,  25,  25,  25, 100,   0,   0,OFF
      4856,HOME_CZ_DIRTY_HOME_COOK, 128.371,  22.532, -57.052, -45.490,  60.140, 202.870,  25,  25,  25, 100,   0,   0,OFF
      4864,HOME_CZ_DIRTY_HOME_COOK, 128.858,  22.091, -57.371, -45.883,  60.558, 202.745,  25,  25,  25, 100,   0,   0,OFF
      4872,HOME_CZ_DIRTY_HOME_COOK, 129.279,  21.673, -57.640, -46.233,  60.916, 202.571,  25,  25,  25, 100,   0,   0,OFF
      4880,HOME_CZ_DIRTY_HOME_COOK, 129.620,  21.275, -57.851, -46.529,  61.208, 202.333,  25,  25,  25, 100,   0,   0,OFF
      4888,HOME_CZ_DIRTY_HOME_COOK, 129.867,  20.893, -58.003, -46.761,  61.428, 202.012,  25,  25,  25, 100,   0,   0,OFF
      4896,HOME_CZ_DIRTY_HOME_COOK, 130.017,  20.515, -58.093, -46.928,  61.576, 201.593,  25,  25,  25, 100,   0,   0,OFF
      4904,HOME_CZ_DIRTY_HOME_COOK, 130.065,  20.133, -58.123, -47.025,  61.650, 201.058,  25,  25,  25, 100,   0,   0,OFF
      4912,HOME_CZ_DIRTY_HOME_COOK, 130.008,  19.736, -58.092, -47.053,  61.653, 200.393,  25,  25,  25, 100,   0,   0,OFF
      4928,HOME_CZ_DIRTY_HOME_COOK, 129.571,  18.860, -57.848, -46.896,  61.441, 198.604,  25,  25,  25, 100,   0,   0,OFF
      4936,HOME_CZ_DIRTY_HOME_COOK, 129.186,  18.362, -57.633, -46.711,  61.227, 197.449,  25,  25,  25, 100,   0,   0,OFF
      4944,HOME_CZ_DIRTY_HOME_COOK, 128.688,  17.813, -57.356, -46.455,  60.941, 196.102,  25,  25,  25, 100,   0,   0,OFF
      4952,HOME_CZ_DIRTY_HOME_COOK, 128.076,  17.202, -57.016, -46.129,  60.583, 194.547,  25,  25,  25, 100,   0,   0,OFF
      4960,HOME_CZ_DIRTY_HOME_COOK, 127.348,  16.522, -56.612, -45.733,  60.153, 192.769,  25,  25,  25, 100,   0,   0,OFF
      4968,HOME_CZ_DIRTY_HOME_COOK, 126.509,  15.768, -56.147, -45.272,  59.654, 190.765,  25,  25,  25, 100,   0,   0,OFF
      4976,HOME_CZ_DIRTY_HOME_COOK, 125.569,  14.943, -55.626, -44.751,  59.094, 188.551,  25,  25,  25, 100,   0,   0,OFF
