time_stamp,program_name,J 1,J 2,J 3,J 4,J 5,J 6,Reg [   4],Reg [   8],Reg [  14],Reg [ 107],Reg [  61],Reg [  62],DO [1]
      4984,HOME_CZ_DIRTY_HOME_COOK, 124.541,  14.049, -55.056, -44.181,  58.480, 186.143,  25,  25,  25, 100,   0,   0,OFF
      4992,HOME_CZ_DIRTY_HOME_COOK, 123.435,  13.089, -54.444, -43.567,  57.820, 183.556,  25,  25,  25, 100,   0,   0,OFF
      5000,HOME_CZ_DIRTY_HOME_COOK, 122.261,  12.069, -53.793, -42.914,  57.119, 180.806,  25,  25,  25, 100,   0,   0,OFF
      5008,HOME_CZ_DIRTY_HOME_COOK, 121.023,  10.995, -53.108, -42.227,  56.380, 177.910,  25,  25,  25, 100,   0,   0,OFF
      5016,HOME_CZ_DIRTY_HOME_COOK, 119.730,   9.872, -52.392, -41.508,  55.608, 174.884,  25,  25,  25, 100,   0,   0,OFF
      5024,HOME_CZ_DIRTY_HOME_COOK, 118.387,   8.707, -51.648, -40.763,  54.807, 171.742,  25,  25,  25, 100,   0,   0,OFF
      5032,HOME_CZ_DIRTY_HOME_COOK, 117.002,   7.504, -50.881, -39.993,  53.980, 168.500,  25,  25,  25, 100,   0,   0,OFF
      5040,HOME_CZ_DIRTY_HOME_COOK, 115.581,   6.270, -50.093, -39.204,  53.132, 165.174,  25,  25,  25, 100,   0,   0,OFF
      5056,HOME_CZ_DIRTY_HOME_COOK, 112.654,   3.730, -48.473, -37.578,  51.385, 158.326,  25,  25,  25, 100,   0,   0,OFF
      5064,HOME_CZ_DIRTY_HOME_COOK, 111.162,   2.435, -47.646, -36.750,  50.494, 154.834,  25,  25,  25, 100,   0,   0,OFF
      5072,HOME_CZ_DIRTY_HOME_COOK, 109.659,   1.130, -46.814, -35.915,  49.597, 151.316,  25,  25,  25, 100,   0,   0,OFF
      5080,HOME_CZ_DIRTY_HOME_COOK, 108.150,   -.179, -45.978, -35.077,  48.696, 147.786,  25,  25,  25, 100,   0,   0,OFF
      5088,HOME_CZ_DIRTY_HOME_COOK, 106.642,  -1.489, -45.143, -34.239,  47.796, 144.257,  25,  25,  25, 100,   0,   0,OFF
      5096,HOME_CZ_DIRTY_HOME_COOK, 105.137,  -2.796, -44.309, -33.403,  46.897, 140.733,  25,  25,  25, 100,   0,   0,OFF
      5104,HOME_CZ_DIRTY_HOME_COOK, 103.633,  -4.101, -43.476, -32.567,  46.000, 137.213,  25,  25,  25, 100,   0,   0,OFF
      5112,HOME_CZ_DIRTY_HOME_COOK, 102.131,  -5.405, -42.644, -31.733,  45.103, 133.699,  25,  25,  25, 100,   0,   0,OFF
      5120,HOME_CZ_DIRTY_HOME_COOK, 100.631,  -6.707, -41.813, -30.900,  44.208, 130.189,  25,  25,  25, 100,   0,   0,OFF
      5128,HOME_CZ_DIRTY_HOME_COOK,  99.133,  -8.008, -40.983, -30.068,  43.314, 126.683,  25,  25,  25, 100,   0,   0,OFF
      5136,HOME_CZ_DIRTY_HOME_COOK,  97.637,  -9.307, -40.155, -29.237,  42.420, 123.181,  25,  25,  25, 100,   0,   0,OFF
      5144,HOME_CZ_DIRTY_HOME_COOK,  96.142, -10.604, -39.327, -28.407,  41.528, 119.683,  25,  25,  25, 100,   0,   0,OFF
      5152,HOME_CZ_DIRTY_HOME_COOK,  94.649, -11.900, -38.500, -27.577,  40.637, 116.189,  25,  25,  25, 100,   0,   0,OFF
      5160,HOME_CZ_DIRTY_HOME_COOK,  93.157, -13.195, -37.673, -26.749,  39.746, 112.698,  25,  25,  25, 100,   0,   0,OFF
      5168,HOME_CZ_DIRTY_HOME_COOK,  91.667, -14.489, -36.848, -25.921,  38.857, 109.211,  25,  25,  25, 100,   0,   0,OFF
      5184,HOME_CZ_DIRTY_HOME_COOK,  88.690, -17.073, -35.199, -24.268,  37.080, 102.245,  25,  25,  25, 100,   0,   0,OFF
      5192,HOME_CZ_DIRTY_HOME_COOK,  87.204, -18.363, -34.376, -23.442,  36.193,  98.767,  25,  25,  25, 100,   0,   0,OFF
      5200,HOME_CZ_DIRTY_HOME_COOK,  85.719, -19.652, -33.553, -22.617,  35.306,  95.291,  25,  25,  25, 100,   0,   0,OFF
      5208,HOME_CZ_DIRTY_HOME_COOK,  84.234, -20.941, -32.731, -21.793,  34.420,  91.817,  25,  25,  25, 100,   0,   0,OFF
      5216,HOME_CZ_DIRTY_HOME_COOK,  82.751, -22.229, -31.910, -20.969,  33.535,  88.345,  25,  25,  25, 100,   0,   0,OFF
      5224,HOME_CZ_DIRTY_HOME_COOK,  81.268, -23.516, -31.088, -20.145,  32.650,  84.876,  25,  25,  25, 100,   0,   0,OFF
      5232,HOME_CZ_DIRTY_HOME_COOK,  79.787, -24.802, -30.268, -19.322,  31.765,  81.408,  25,  25,  25, 100,   0,   0,OFF
      5240,HOME_CZ_DIRTY_HOME_COOK,  78.306, -26.088, -29.447, -18.499,  30.881,  77.942,  25,  25,  25, 100,   0,   0,OFF
      5248,HOME_CZ_DIRTY_HOME_COOK,  76.825, -27.373, -28.627, -17.677,  29.997,  74.478,  25,  25,  25, 100,   0,   0,OFF
      5256,HOME_CZ_DIRTY_HOME_COOK,  75.345, -28.658, -27.808, -16.855,  29.114,  71.014,  25,  25,  25, 100,   0,   0,OFF
      5264,HOME_CZ_DIRTY_HOME_COOK,  73.866, -29.942, -26.988, -16.033,  28.231,  67.552,  25,  25,  25, 100,   0,   0,OFF
      5272,HOME_CZ_DIRTY_HOME_COOK,  72.386, -31.226, -26.169, -15.212,  27.348,  64.090,  25,  25,  25, 100,   0,   0,OFF
      5280,HOME_CZ_DIRTY_HOME_COOK,  70.908, -32.510, -25.350, -14.390,  26.465,  60.629,  25,  25,  25, 100,   0,   0,OFF
      5288,HOME_CZ_DIRTY_HOME_COOK,  69.429, -33.793, -24.531, -13.569,  25.582,  57.169,  25,  25,  25, 100,   0,   0,OFF
      5296,HOME_CZ_DIRTY_HOME_COOK,  67.951, -35.077, -23.712, -12.748,  24.700,  53.709,  25,  25,  25, 100,   0,   0,OFF
      5312,HOME_CZ_DIRTY_HOME_COOK,  65.009, -37.630, -22.083, -11.114,  22.944,  46.826,  25,  25,  25, 100,   0,   0,OFF
      5320,HOME_CZ_DIRTY_HOME_COOK,  63.558, -38.890, -21.279, -10.308,  22.078,  43.429,  25,  25,  25, 100,   0,   0,OFF
      5328,HOME_CZ_DIRTY_HOME_COOK,  62.126, -40.133, -20.486,  -9.513,  21.223,  40.079,  25,  25,  25, 100,   0,   0,OFF
      5336,HOME_CZ_DIRTY_HOME_COOK,  60.721, -41.353, -19.708,  -8.732,  20.384,  36.790,  25,  25,  25, 100,   0,   0,OFF
      5344,HOME_CZ_DIRTY_HOME_COOK,  59.347, -42.545, -18.947,  -7.969,  19.564,  33.576,  25,  25,  25, 100,   0,   0,OFF
      5352,HOME_CZ_DIRTY_HOME_COOK,  58.011, -43.705, -18.207,  -7.227,  18.767,  30.449,  25,  25,  25, 100,   0,   0,OFF
      5360,HOME_CZ_DIRTY_HOME_COOK,  56.718, -44.827, -17.491,  -6.509,  17.995,  27.424,  25,  25,  25, 100,   0,   0,OFF
      5368,HOME_CZ_DIRTY_HOME_COOK,  55.475, -45.907, -16.802,  -5.818,  17.253,  24.513,  25,  25,  25, 100,   0,   0,OFF
      5376,HOME_CZ_DIRTY_HOME_COOK,  54.285, -46.939, -16.143,  -5.157,  16.543,  21.730,  25,  25,  25, 100,   0,   0,OFF
      5384,HOME_CZ_DIRTY_HOME_COOK,  53.156, -47.919, -15.518,  -4.530,  15.869,  19.088,  25,  25,  25, 100,   0,   0,OFF
      5392,HOME_CZ_DIRTY_HOME_COOK,  52.094, -48.842, -14.929,  -3.940,  15.234,  16.601,  25,  25,  25, 100,   0,   0,OFF
      5400,HOME_CZ_DIRTY_HOME_COOK,  51.103, -49.702, -14.380,  -3.390,  14.643,  14.282,  25,  25,  25, 100,   0,   0,OFF
      5408,HOME_CZ_DIRTY_HOME_COOK,  50.189, -50.495, -13.874,  -2.882,  14.098,  12.144,  25,  25,  25, 100,   0,   0,OFF
      5416,HOME_CZ_DIRTY_HOME_COOK,  49.359, -51.216, -13.415,  -2.421,  13.602,  10.202,  25,  25,  25, 100,   0,   0,OFF
      5424,HOME_CZ_DIRTY_HOME_COOK,  48.618, -51.859, -13.004,  -2.010,  13.160,   8.467,  25,  25,  25, 100,   0,   0,OFF
      5440,HOME_CZ_DIRTY_HOME_COOK,  47.397, -52.919, -12.328,  -1.331,  12.431,   5.609,  25,  25,  25, 100,   0,   0,OFF
      5448,HOME_CZ_DIRTY_HOME_COOK,  46.906, -53.346, -12.056,  -1.059,  12.138,   4.460,  25,  25,  25, 100,   0,   0,OFF
      5456,HOME_CZ_DIRTY_HOME_COOK,  46.487, -53.709, -11.824,   -.825,  11.888,   3.480,  25,  25,  25, 100,   0,   0,OFF
      5464,HOME_CZ_DIRTY_HOME_COOK,  46.134, -54.015, -11.628,   -.630,  11.677,   2.655,  25,  25,  25, 100,   0,   0,OFF
      5472,HOME_CZ_DIRTY_HOME_COOK,  45.843, -54.269, -11.467,   -.468,  11.503,   1.972,  25,  25,  25, 100,   0,   0,OFF
      5480,HOME_CZ_DIRTY_HOME_COOK,  45.606, -54.474, -11.335,   -.336,  11.362,   1.417,  25,  25,  25, 100,   0,   0,OFF
      5488,HOME_CZ_DIRTY_HOME_COOK,  45.418, -54.637, -11.231,   -.232,  11.249,    .977,  25,  25,  25, 100,   0,   0,OFF
      5496,HOME_CZ_DIRTY_HOME_COOK,  45.274, -54.763, -11.152,   -.152,  11.163,    .640,  25,  25,  25, 100,   0,   0,OFF
      5504,HOME_CZ_DIRTY_HOME_COOK,  45.167, -54.855, -11.093,   -.092,  11.100,    .390,  25,  25,  25, 100,   0,   0,OFF
      5512,HOME_CZ_DIRTY_HOME_COOK,  45.093, -54.920, -11.051,   -.051,  11.055,    .216,  25,  25,  25, 100,   0,   0,OFF
      5520,HOME_CZ_DIRTY_HOME_COOK,  45.044, -54.962, -11.025,   -.024,  11.026,    .103,  25,  25,  25, 100,   0,   0,OFF
      5528,HOME_CZ_DIRTY_HOME_COOK,  45.017, -54.986, -11.009,   -.009,  11.010,    .038,  25,  25,  25, 100,   0,   0,OFF
      5536,HOME_CZ_DIRTY_HOME_COOK,  45.004, -54.997, -11.002,   -.002,  11.002,    .009,  25,  25,  25, 100,   0,   0,OFF
      5544,HOME_CZ_DIRTY_HOME_COOK,  45.000, -55.000, -11.000,   -.000,  11.000,    .000,  25,  25,  25, 100,   0,   0,OFF
      5552,HOME_CZ_DIRTY_HOME_COOK,  45.000, -55.000, -11.000,   0.000,  11.000,    .000,  12,  26,   0, 100,   0,   0,OFF
      5568,HOME_CZ_DIRTY_HOME_COOK,  45.000, -55.000, -11.000,   -.000,  11.000,    .000,  12,  26,   0, 100,   0,   0,OFF
      5576,HOME_CZ_DIRTY_HOME_COOK,  45.003, -54.998, -10.999,   -.000,  11.002,    .000,  12,  26,   0, 100,   0,   0,OFF
      5584,HOME_CZ_DIRTY_HOME_COOK,  45.020, -54.988, -10.997,   -.003,  11.011,    .005,  12,  26,   0, 100,   0,   0,OFF
      5592,HOME_CZ_DIRTY_HOME_COOK,  45.059, -54.963, -10.990,   -.011,  11.034,    .015,  12,  26,   0, 100,   0,   0,OFF
      5600,HOME_CZ_DIRTY_HOME_COOK,  45.132, -54.917, -10.978,   -.026,  11.076,    .034,  12,  26,   0, 100,   0,   0,OFF
      5608,HOME_CZ_DIRTY_HOME_COOK,  45.248, -54.843, -10.958,   -.049,  11.144,    .064,  12,  26,   0, 100,   0,   0,OFF
      5616,HOME_CZ_DIRTY_HOME_COOK,  45.418, -54.735, -10.930,   -.083,  11.243,    .109,  12,  26,   0, 100,   0,   0,OFF
      5624,HOME_CZ_DIRTY_HOME_COOK,  45.653, -54.586, -10.891,   -.130,  11.379,    .170,  12,  26,   0, 100,   0,   0,OFF
      5632,HOME_CZ_DIRTY_HOME_COOK,  45.961, -54.390, -10.839,   -.191,  11.559,    .251,  12,  26,   0, 100,   0,   0,OFF
      5640,HOME_CZ_DIRTY_HOME_COOK,  46.354, -54.141, -10.773,   -.270,  11.787,    .354,  12,  26,   0, 100,   0,   0,OFF
      5648,HOME_CZ_DIRTY_HOME_COOK,  46.842, -53.832, -10.691,   -.367,  12.070,    .481,  12,  26,   0, 100,   0,   0,OFF
      5656,HOME_CZ_DIRTY_HOME_COOK,  47.434, -53.457, -10.592,   -.485,  12.414,    .636,  12,  26,   0, 100,   0,   0,OFF
      5664,HOME_CZ_DIRTY_HOME_COOK,  48.140, -53.008, -10.473,   -.626,  12.825,    .820,  12,  26,   0, 100,   0,   0,OFF
      5672,HOME_CZ_DIRTY_HOME_COOK,  48.971, -52.481, -10.334,   -.792,  13.308,   1.038,  12,  26,   0, 100,   0,   0,OFF
      5680,HOME_CZ_DIRTY_HOME_COOK,  49.936, -51.870, -10.172,   -.984,  13.868,   1.290,  12,  26,   0, 100,   0,   0,OFF
      5696,HOME_CZ_DIRTY_HOME_COOK,  52.223, -50.419,  -9.788,  -1.441,  15.197,   1.888,  12,  26,   0, 100,   0,   0,OFF
      5704,HOME_CZ_DIRTY_HOME_COOK,  53.507, -49.605,  -9.573,  -1.697,  15.943,   2.224,  12,  26,   0, 100,   0,   0,OFF
      5712,HOME_CZ_DIRTY_HOME_COOK,  54.877, -48.736,  -9.343,  -1.970,  16.739,   2.581,  12,  26,   0, 100,   0,   0,OFF
      5720,HOME_CZ_DIRTY_HOME_COOK,  56.331, -47.814,  -9.099,  -2.260,  17.584,   2.962,  12,  26,   0, 100,   0,   0,OFF
      5728,HOME_CZ_DIRTY_HOME_COOK,  57.863, -46.843,  -8.842,  -2.566,  18.474,   3.362,  12,  26,   0, 100,   0,   0,OFF
      5736,HOME_CZ_DIRTY_HOME_COOK,  59.464, -45.828,  -8.573,  -2.885,  19.404,   3.780,  12,  26,   0, 100,   0,   0,OFF
      5744,HOME_CZ_DIRTY_HOME_COOK,  61.123, -44.775,  -8.295,  -3.216,  20.369,   4.214,  12,  26,   0, 100,   0,   0,OFF
      5752,HOME_CZ_DIRTY_HOME_COOK,  62.833, -43.691,  -8.008,  -3.557,  21.363,   4.661,  12,  26,   0, 100,   0,   0,OFF
      5760,HOME_CZ_DIRTY_HOME_COOK,  64.585, -42.580,  -7.714,  -3.906,  22.380,   5.119,  12,  26,   0, 100,   0,   0,OFF
      5768,HOME_CZ_DIRTY_HOME_COOK,  66.368, -41.449,  -7.415,  -4.262,  23.416,   5.585,  12,  26,   0, 100,   0,   0,OFF
      5776,HOME_CZ_DIRTY_HOME_COOK,  68.174, -40.304,  -7.112,  -4.622,  24.466,   6.057,  12,  26,   0, 100,   0,   0,OFF
      5784,HOME_CZ_DIRTY_HOME_COOK,  69.994, -39.150,  -6.806,  -4.985,  25.523,   6.532,  12,  26,   0, 100,   0,   0,OFF
      5792,HOME_CZ_DIRTY_HOME_COOK,  71.818, -37.993,  -6.500,  -5.349,  26.583,   7.009,  12,  26,   0, 100,   0,   0,OFF
      5800,HOME_CZ_DIRTY_HOME_COOK,  73.645, -36.834,  -6.194,  -5.713,  27.645,   7.487,  12,  26,   0, 100,   0,   0,OFF
      5808,HOME_CZ_DIRTY_HOME_COOK,  75.476, -35.673,  -5.887,  -6.078,  28.709,   7.965,  12,  26,   0, 100,   0,   0,OFF
      5824,HOME_CZ_DIRTY_HOME_COOK,  79.117, -33.359,  -5.278,  -6.803,  30.827,   8.915,  12,  26,   0, 100,   0,   0,OFF
      5832,HOME_CZ_DIRTY_HOME_COOK,  80.902, -32.218,  -4.982,  -7.157,  31.870,   9.378,  12,  26,   0, 100,   0,   0,OFF
      5840,HOME_CZ_DIRTY_HOME_COOK,  82.647, -31.095,  -4.697,  -7.500,  32.892,   9.828,  12,  26,   0, 100,   0,   0,OFF
      5848,HOME_CZ_DIRTY_HOME_COOK,  84.343, -29.994,  -4.420,  -7.831,  33.889,  10.262,  12,  26,   0, 100,   0,   0,OFF
      5856,HOME_CZ_DIRTY_HOME_COOK,  85.979, -28.920,  -4.154,  -8.149,  34.852,  10.677,  12,  26,   0, 100,   0,   0,OFF
      5864,HOME_CZ_DIRTY_HOME_COOK,  87.545, -27.874,  -3.897,  -8.449,  35.774,  11.071,  12,  26,   0, 100,   0,   0,OFF
      5872,HOME_CZ_DIRTY_HOME_COOK,  89.033, -26.861,  -3.650,  -8.732,  36.649,  11.441,  12,  26,   0, 100,   0,   0,OFF
      5880,HOME_CZ_DIRTY_HOME_COOK,  90.432, -25.884,  -3.412,  -8.994,  37.470,  11.784,  12,  26,   0, 100,   0,   0,OFF
      5888,HOME_CZ_DIRTY_HOME_COOK,  91.734, -24.945,  -3.183,  -9.233,  38.230,  12.097,  12,  26,   0, 100,   0,   0,OFF
      5896,HOME_CZ_DIRTY_HOME_COOK,  92.928, -24.048,  -2.964,  -9.447,  38.922,  12.378,  12,  26,   0, 100,   0,   0,OFF
      5904,HOME_CZ_DIRTY_HOME_COOK,  94.007, -23.196,  -2.754,  -9.635,  39.541,  12.624,  12,  26,   0, 100,   0,   0,OFF
      5912,HOME_CZ_DIRTY_HOME_COOK,  94.961, -22.392,  -2.552,  -9.794,  40.078,  12.833,  12,  26,   0, 100,   0,   0,OFF
      5920,HOME_CZ_DIRTY_HOME_COOK,  95.783, -21.638,  -2.359,  -9.924,  40.529,  13.002,  12,  26,   0, 100,   0,   0,OFF
      5928,HOME_CZ_DIRTY_HOME_COOK,  96.476, -20.930,  -2.172, -10.023,  40.893,  13.133,  12,  26,   0, 100,   0,   0,OFF
      5936,HOME_CZ_DIRTY_HOME_COOK,  97.050, -20.265,  -1.985, -10.098,  41.173,  13.230,  12,  26,   0, 100,   0,   0,OFF
      5952,HOME_CZ_DIRTY_HOME_COOK,  97.882, -19.042,  -1.591, -10.182,  41.486,  13.341,  12,  26,   0, 100,   0,   0,OFF
      5960,HOME_CZ_DIRTY_HOME_COOK,  98.161, -18.474,  -1.379, -10.196,  41.529,  13.360,  12,  26,   0, 100,   0,   0,OFF
      5968,HOME_CZ_DIRTY_HOME_COOK,  98.360, -17.932,  -1.158, -10.196,  41.506,  13.360,  12,  26,   0, 100,   0,   0,OFF
      5976,HOME_CZ_DIRTY_HOME_COOK,  98.491, -17.411,   -.926, -10.183,  41.424,  13.344,  12,  26,   0, 100,   0,   0,OFF
      5984,HOME_CZ_DIRTY_HOME_COOK,  98.562, -16.909,   -.683, -10.160,  41.288,  13.314,  12,  26,   0, 100,   0,   0,OFF
      5992,HOME_CZ_DIRTY_HOME_COOK,  98.584, -16.421,   -.430, -10.130,  41.105,  13.274,  12,  26,   0, 100,   0,   0,OFF
      6000,HOME_CZ_DIRTY_HOME_COOK,  98.565, -15.945,   -.166, -10.094,  40.883,  13.226,  12,  26,   0, 100,   0,   0,OFF
      6008,HOME_CZ_DIRTY_HOME_COOK,  98.517, -15.479,    .107, -10.054,  40.628,  13.174,  12,  26,   0, 100,   0,   0,OFF
      6016,HOME_CZ_DIRTY_HOME_COOK,  98.447, -15.023,    .389, -10.014,  40.348,  13.120,  12,  26,   0, 100,   0,   0,OFF
      6024,HOME_CZ_DIRTY_HOME_COOK,  98.367, -14.575,    .679,  -9.975,  40.052,  13.068,  12,  26,   0, 100,   0,   0,OFF
      6032,HOME_CZ_DIRTY_HOME_COOK,  98.284, -14.135,    .973,  -9.940,  39.748,  13.020,  12,  26,   0, 100,   0,   0,OFF
      6040,HOME_CZ_DIRTY_HOME_COOK,  98.205, -13.704,   1.270,  -9.909,  39.442,  12.978,  12,  26,   0, 100,   0,   0,OFF
      6048,HOME_CZ_DIRTY_HOME_COOK,  98.129, -13.285,   1.565,  -9.882,  39.139,  12.941,  12,  26,   0, 100,   0,   0,OFF
      6056,HOME_CZ_DIRTY_HOME_COOK,  98.058, -12.881,   1.854,  -9.859,  38.842,  12.908,  12,  26,   0, 100,   0,   0,OFF
      6064,HOME_CZ_DIRTY_HOME_COOK,  97.991, -12.494,   2.132,  -9.838,  38.556,  12.879,  12,  26,   0, 100,   0,   0,OFF
      6080,HOME_CZ_DIRTY_HOME_COOK,  97.872, -11.782,   2.650,  -9.806,  38.026,  12.832,  12,  26,   0, 100,   0,   0,OFF
      6088,HOME_CZ_DIRTY_HOME_COOK,  97.819, -11.461,   2.885,  -9.794,  37.786,  12.813,  12,  26,   0, 100,   0,   0,OFF
      6096,HOME_CZ_DIRTY_HOME_COOK,  97.772, -11.168,   3.101,  -9.783,  37.564,  12.797,  12,  26,   0, 100,   0,   0,OFF
      6104,HOME_CZ_DIRTY_HOME_COOK,  97.730, -10.903,   3.297,  -9.775,  37.364,  12.784,  12,  26,   0, 100,   0,   0,OFF
      6112,HOME_CZ_DIRTY_HOME_COOK,  97.693, -10.670,   3.471,  -9.769,  37.187,  12.773,  12,  26,   0, 100,   0,   0,OFF
      6120,HOME_CZ_DIRTY_HOME_COOK,  97.662, -10.467,   3.622,  -9.764,  37.033,  12.764,  12,  26,   0, 100,   0,   0,OFF
      6128,HOME_CZ_DIRTY_HOME_COOK,  97.635, -10.294,   3.752,  -9.760,  36.900,  12.757,  12,  26,   0, 100,   0,   0,OFF
      6136,HOME_CZ_DIRTY_HOME_COOK,  97.613, -10.147,   3.862,  -9.757,  36.788,  12.751,  12,  26,   0, 100,   0,   0,OFF
      6144,HOME_CZ_DIRTY_HOME_COOK,  97.594, -10.025,   3.954,  -9.754,  36.694,  12.747,  12,  26,   0, 100,   0,   0,OFF
      6152,HOME_CZ_DIRTY_HOME_COOK,  97.579,  -9.924,   4.030,  -9.752,  36.616,  12.743,  12,  26,   0, 100,   0,   0,OFF
      6160,HOME_CZ_DIRTY_HOME_COOK,  97.566,  -9.841,   4.093,  -9.751,  36.552,  12.740,  12,  26,   0, 100,   0,   0,OFF
      6168,HOME_CZ_DIRTY_HOME_COOK,  97.556,  -9.773,   4.144,  -9.750,  36.500,  12.738,  12,  26,   0, 100,   0,   0,OFF
      6176,HOME_CZ_DIRTY_HOME_COOK,  97.548,  -9.716,   4.187,  -9.749,  36.456,  12.736,  12,  26,   0, 100,   0,   0,OFF
      6184,HOME_CZ_DIRTY_HOME_COOK,  97.541,  -9.669,   4.223,  -9.749,  36.420,  12.735,  12,  26,   0, 100,   0,   0,OFF
      6192,HOME_CZ_DIRTY_HOME_COOK,  97.534,  -9.627,   4.254,  -9.748,  36.387,  12.734,  12,  26,   0, 100,   0,   0,OFF
      6208,HOME_CZ_DIRTY_HOME_COOK,  97.523,  -9.548,   4.314,  -9.747,  36.326,  12.731,  12,  26,   0, 100,   0,   0,OFF
      6216,HOME_CZ_DIRTY_HOME_COOK,  97.516,  -9.505,   4.347,  -9.747,  36.293,  12.730,  12,  26,   0, 100,   0,   0,OFF
      6224,HOME_CZ_DIRTY_HOME_COOK,  97.509,  -9.455,   4.384,  -9.746,  36.255,  12.729,  12,  26,   0, 100,   0,   0,OFF
      6232,HOME_CZ_DIRTY_HOME_COOK,  97.501,  -9.398,   4.428,  -9.745,  36.211,  12.727,  12,  26,   0, 100,   0,   0,OFF
      6240,HOME_CZ_DIRTY_HOME_COOK,  97.491,  -9.334,   4.477,  -9.745,  36.161,  12.725,  12,  26,   0, 100,   0,   0,OFF
      6248,HOME_CZ_DIRTY_HOME_COOK,  97.481,  -9.263,   4.531,  -9.744,  36.106,  12.724,  12,  26,   0, 100,   0,   0,OFF
      6256,HOME_CZ_DIRTY_HOME_COOK,  97.470,  -9.187,   4.589,  -9.744,  36.047,  12.722,  12,  26,   0, 100,   0,   0,OFF
      6264,HOME_CZ_DIRTY_HOME_COOK,  97.458,  -9.105,   4.651,  -9.743,  35.984,  12.720,  12,  26,   0, 100,   0,   0,OFF
      6272,HOME_CZ_DIRTY_HOME_COOK,  97.446,  -9.020,   4.716,  -9.743,  35.917,  12.718,  12,  26,   0, 100,   0,   0,OFF
      6280,HOME_CZ_DIRTY_HOME_COOK,  97.433,  -8.932,   4.784,  -9.742,  35.849,  12.716,  12,  26,   0, 100,   0,   0,OFF
      6288,HOME_CZ_DIRTY_HOME_COOK,  97.420,  -8.841,   4.853,  -9.742,  35.778,  12.715,  12,  26,   0, 100,   0,   0,OFF
      6296,HOME_CZ_DIRTY_HOME_COOK,  97.407,  -8.749,   4.924,  -9.742,  35.706,  12.713,  12,  26,   0, 100,   0,   0,OFF
      6304,HOME_CZ_DIRTY_HOME_COOK,  97.394,  -8.656,   4.995,  -9.742,  35.634,  12.711,  12,  26,   0, 100,   0,   0,OFF
      6312,HOME_CZ_DIRTY_HOME_COOK,  97.381,  -8.564,   5.066,  -9.742,  35.561,  12.710,  12,  26,   0, 100,   0,   0,OFF
      6320,HOME_CZ_DIRTY_HOME_COOK,  97.367,  -8.471,   5.138,  -9.742,  35.489,  12.709,  12,  26,   0, 100,   0,   0,OFF
      6336,HOME_CZ_DIRTY_HOME_COOK,  97.342,  -8.286,   5.281,  -9.742,  35.343,  12.707,  12,  26,   0, 100,   0,   0,ON
      6344,HOME_CZ_DIRTY_HOME_COOK,  97.329,  -8.193,   5.353,  -9.743,  35.270,  12.706,  12,  26,   0, 100,   0,   0,ON
      6352,HOME_CZ_DIRTY_HOME_COOK,  97.316,  -8.100,   5.425,  -9.743,  35.197,  12.705,  12,  26,   0, 100,   0,   0,ON
      6360,HOME_CZ_DIRTY_HOME_COOK,  97.303,  -8.007,   5.496,  -9.744,  35.124,  12.704,  12,  26,   0, 100,   0,   0,ON
      6368,HOME_CZ_DIRTY_HOME_COOK,  97.290,  -7.916,   5.567,  -9.745,  35.052,  12.704,  12,  26,   0, 100,   0,   0,ON
      6376,HOME_CZ_DIRTY_HOME_COOK,  97.278,  -7.826,   5.637,  -9.746,  34.981,  12.704,  12,  26,   0, 100,   0,   0,ON
      6384,HOME_CZ_DIRTY_HOME_COOK,  97.266,  -7.739,   5.705,  -9.747,  34.913,  12.703,  12,  26,   0, 100,   0,   0,ON
      6392,HOME_CZ_DIRTY_HOME_COOK,  97.255,  -7.655,   5.770,  -9.748,  34.847,  12.703,  12,  26,   0, 100,   0,   0,ON
      6400,HOME_CZ_DIRTY_HOME_COOK,  97.244,  -7.576,   5.832,  -9.749,  34.784,  12.703,  12,  26,   0, 100,   0,   0,ON
      6408,HOME_CZ_DIRTY_HOME_COOK,  97.234,  -7.502,   5.890,  -9.750,  34.725,  12.703,  12,  26,   0, 100,   0,   0,ON
      6416,HOME_CZ_DIRTY_HOME_COOK,  97.225,  -7.434,   5.943,  -9.751,  34.671,  12.703,  12,  26,   0, 100,   0,   0,ON
      6424,HOME_CZ_DIRTY_HOME_COOK,  97.217,  -7.373,   5.990,  -9.752,  34.623,  12.704,  12,  26,   0, 100,   0,   0,ON
      6432,HOME_CZ_DIRTY_HOME_COOK,  97.210,  -7.320,   6.032,  -9.753,  34.581,  12.704,  12,  26,   0, 100,   0,   0,ON
      6440,HOME_CZ_DIRTY_HOME_COOK,  97.204,  -7.276,   6.067,  -9.754,  34.545,  12.704,  12,  26,   0, 100,   0,   0,ON
      6448,HOME_CZ_DIRTY_HOME_COOK,  97.199,  -7.239,   6.096,  -9.754,  34.516,  12.704,  12,  26,   0, 100,   0,   0,ON
      6464,HOME_CZ_DIRTY_HOME_COOK,  97.193,  -7.188,   6.136,  -9.755,  34.475,  12.704,  12,  26,   0, 100,   0,   0,ON
      6472,HOME_CZ_DIRTY_HOME_COOK,  97.190,  -7.171,   6.149,  -9.756,  34.462,  12.705,  12,  26,   0, 100,   0,   0,ON
      6480,HOME_CZ_DIRTY_HOME_COOK,  97.189,  -7.159,   6.159,  -9.756,  34.453,  12.705,  12,  26,   0, 100,   0,   0,ON
